StockCode,date,units,horizon_step,prediction,model,fold,origin
21981,2011-06-12,1.0,3,211.0,Seasonal naive (52w),2,2011-05-22
21981,2011-06-19,24.0,4,52.0,Seasonal naive (52w),2,2011-05-22
21982,2011-05-29,24.0,1,159.0,Seasonal naive (52w),2,2011-05-22
21982,2011-06-05,79.0,2,74.0,Seasonal naive (52w),2,2011-05-22
21982,2011-06-12,78.0,3,252.0,Seasonal naive (52w),2,2011-05-22
21982,2011-06-19,52.0,4,87.0,Seasonal naive (52w),2,2011-05-22
22086,2011-05-29,0.0,1,0.0,Seasonal naive (52w),2,2011-05-22
22086,2011-06-05,0.0,2,4.0,Seasonal naive (52w),2,2011-05-22
22086,2011-06-12,2.0,3,3.0,Seasonal naive (52w),2,2011-05-22
22086,2011-06-19,1.0,4,28.0,Seasonal naive (52w),2,2011-05-22
22151,2011-05-29,680.0,1,547.0,Seasonal naive (52w),2,2011-05-22
22151,2011-06-05,173.0,2,65.0,Seasonal naive (52w),2,2011-05-22
22151,2011-06-12,585.0,3,133.0,Seasonal naive (52w),2,2011-05-22
22151,2011-06-19,462.0,4,106.0,Seasonal naive (52w),2,2011-05-22
22178,2011-05-29,608.0,1,318.0,Seasonal naive (52w),2,2011-05-22
22178,2011-06-05,739.0,2,336.0,Seasonal naive (52w),2,2011-05-22
22178,2011-06-12,543.0,3,588.0,Seasonal naive (52w),2,2011-05-22
22178,2011-06-19,276.0,4,263.0,Seasonal naive (52w),2,2011-05-22
22197,2011-05-29,4562.0,1,218.0,Seasonal naive (52w),2,2011-05-22
22197,2011-06-05,533.0,2,145.0,Seasonal naive (52w),2,2011-05-22
22197,2011-06-12,410.0,3,617.0,Seasonal naive (52w),2,2011-05-22
22197,2011-06-19,437.0,4,625.0,Seasonal naive (52w),2,2011-05-22
22355,2011-05-29,354.0,1,240.0,Seasonal naive (52w),2,2011-05-22
22355,2011-06-05,152.0,2,193.0,Seasonal naive (52w),2,2011-05-22
22355,2011-06-12,243.0,3,475.0,Seasonal naive (52w),2,2011-05-22
22355,2011-06-19,405.0,4,222.0,Seasonal naive (52w),2,2011-05-22
22386,2011-05-29,560.0,1,279.0,Seasonal naive (52w),2,2011-05-22
22386,2011-06-05,410.0,2,236.0,Seasonal naive (52w),2,2011-05-22
22386,2011-06-12,478.0,3,429.0,Seasonal naive (52w),2,2011-05-22
22386,2011-06-19,243.0,4,362.0,Seasonal naive (52w),2,2011-05-22
22411,2011-05-29,338.0,1,366.0,Seasonal naive (52w),2,2011-05-22
22411,2011-06-05,85.0,2,88.0,Seasonal naive (52w),2,2011-05-22
22411,2011-06-12,188.0,3,248.0,Seasonal naive (52w),2,2011-05-22
22411,2011-06-19,144.0,4,131.0,Seasonal naive (52w),2,2011-05-22
22423,2011-05-29,169.0,1,15.0,Seasonal naive (52w),2,2011-05-22
22423,2011-06-05,263.0,2,93.0,Seasonal naive (52w),2,2011-05-22
22423,2011-06-12,208.0,3,458.0,Seasonal naive (52w),2,2011-05-22
22423,2011-06-19,174.0,4,449.0,Seasonal naive (52w),2,2011-05-22
22469,2011-05-29,1205.0,1,333.0,Seasonal naive (52w),2,2011-05-22
22469,2011-06-05,421.0,2,257.0,Seasonal naive (52w),2,2011-05-22
22469,2011-06-12,366.0,3,358.0,Seasonal naive (52w),2,2011-05-22
22469,2011-06-19,261.0,4,218.0,Seasonal naive (52w),2,2011-05-22
22492,2011-05-29,288.0,1,540.0,Seasonal naive (52w),2,2011-05-22
22492,2011-06-05,108.0,2,331.0,Seasonal naive (52w),2,2011-05-22
22492,2011-06-12,361.0,3,684.0,Seasonal naive (52w),2,2011-05-22
22492,2011-06-19,761.0,4,721.0,Seasonal naive (52w),2,2011-05-22
22616,2011-05-29,84.0,1,331.0,Seasonal naive (52w),2,2011-05-22
22616,2011-06-05,80.0,2,245.0,Seasonal naive (52w),2,2011-05-22
22616,2011-06-12,46.0,3,679.0,Seasonal naive (52w),2,2011-05-22
22616,2011-06-19,1512.0,4,53.0,Seasonal naive (52w),2,2011-05-22
22952,2011-05-29,0.0,1,0.0,Seasonal naive (52w),2,2011-05-22
22952,2011-06-05,0.0,2,0.0,Seasonal naive (52w),2,2011-05-22
22952,2011-06-12,0.0,3,0.0,Seasonal naive (52w),2,2011-05-22
22952,2011-06-19,2.0,4,0.0,Seasonal naive (52w),2,2011-05-22
23084,2011-05-29,454.0,1,0.0,Seasonal naive (52w),2,2011-05-22
23084,2011-06-05,135.0,2,0.0,Seasonal naive (52w),2,2011-05-22
23084,2011-06-12,199.0,3,0.0,Seasonal naive (52w),2,2011-05-22
23084,2011-06-19,642.0,4,0.0,Seasonal naive (52w),2,2011-05-22
23166,2011-05-29,215.0,1,0.0,Seasonal naive (52w),2,2011-05-22
23166,2011-06-05,67.0,2,0.0,Seasonal naive (52w),2,2011-05-22
23166,2011-06-12,145.0,3,0.0,Seasonal naive (52w),2,2011-05-22
23166,2011-06-19,125.0,4,0.0,Seasonal naive (52w),2,2011-05-22
23843,2011-05-29,0.0,1,0.0,Seasonal naive (52w),2,2011-05-22
23843,2011-06-05,0.0,2,0.0,Seasonal naive (52w),2,2011-05-22
23843,2011-06-12,0.0,3,0.0,Seasonal naive (52w),2,2011-05-22
23843,2011-06-19,0.0,4,0.0,Seasonal naive (52w),2,2011-05-22
47566,2011-05-29,839.0,1,671.0,Seasonal naive (52w),2,2011-05-22
47566,2011-06-05,434.0,2,301.0,Seasonal naive (52w),2,2011-05-22
47566,2011-06-12,663.0,3,716.0,Seasonal naive (52w),2,2011-05-22
47566,2011-06-19,507.0,4,142.0,Seasonal naive (52w),2,2011-05-22
71459,2011-05-29,424.0,1,322.0,Seasonal naive (52w),2,2011-05-22
71459,2011-06-05,176.0,2,371.0,Seasonal naive (52w),2,2011-05-22
71459,2011-06-12,176.0,3,756.0,Seasonal naive (52w),2,2011-05-22
71459,2011-06-19,422.0,4,756.0,Seasonal naive (52w),2,2011-05-22
84077,2011-05-29,576.0,1,592.0,Seasonal naive (52w),2,2011-05-22
84077,2011-06-05,1445.0,2,338.0,Seasonal naive (52w),2,2011-05-22
84077,2011-06-12,480.0,3,2208.0,Seasonal naive (52w),2,2011-05-22
84077,2011-06-19,145.0,4,1066.0,Seasonal naive (52w),2,2011-05-22
84347,2011-05-29,12.0,1,0.0,Seasonal naive (52w),2,2011-05-22
84347,2011-06-05,1.0,2,3.0,Seasonal naive (52w),2,2011-05-22
84347,2011-06-12,0.0,3,0.0,Seasonal naive (52w),2,2011-05-22
84347,2011-06-19,2.0,4,0.0,Seasonal naive (52w),2,2011-05-22
84568,2011-05-29,4.0,1,289.0,Seasonal naive (52w),2,2011-05-22
84568,2011-06-05,297.0,2,6.0,Seasonal naive (52w),2,2011-05-22
84568,2011-06-12,288.0,3,288.0,Seasonal naive (52w),2,2011-05-22
84568,2011-06-19,13.0,4,872.0,Seasonal naive (52w),2,2011-05-22
84755,2011-05-29,676.0,1,469.0,Seasonal naive (52w),2,2011-05-22
84755,2011-06-05,496.0,2,653.0,Seasonal naive (52w),2,2011-05-22
84755,2011-06-12,572.0,3,1742.0,Seasonal naive (52w),2,2011-05-22
84755,2011-06-19,632.0,4,824.0,Seasonal naive (52w),2,2011-05-22
84879,2011-05-29,565.0,1,560.0,Seasonal naive (52w),2,2011-05-22
84879,2011-06-05,384.0,2,309.0,Seasonal naive (52w),2,2011-05-22
84879,2011-06-12,292.0,3,264.0,Seasonal naive (52w),2,2011-05-22
84879,2011-06-19,446.0,4,569.0,Seasonal naive (52w),2,2011-05-22
84946,2011-05-29,595.0,1,285.0,Seasonal naive (52w),2,2011-05-22
84946,2011-06-05,269.0,2,61.0,Seasonal naive (52w),2,2011-05-22
84946,2011-06-12,576.0,3,239.0,Seasonal naive (52w),2,2011-05-22
84946,2011-06-19,294.0,4,276.0,Seasonal naive (52w),2,2011-05-22
84970S,2011-05-29,263.0,1,535.0,Seasonal naive (52w),2,2011-05-22
84970S,2011-06-05,128.0,2,282.0,Seasonal naive (52w),2,2011-05-22
84970S,2011-06-12,324.0,3,427.0,Seasonal naive (52w),2,2011-05-22
84970S,2011-06-19,66.0,4,299.0,Seasonal naive (52w),2,2011-05-22
84991,2011-05-29,301.0,1,1343.0,Seasonal naive (52w),2,2011-05-22
84991,2011-06-05,136.0,2,112.0,Seasonal naive (52w),2,2011-05-22
84991,2011-06-12,90.0,3,958.0,Seasonal naive (52w),2,2011-05-22
84991,2011-06-19,304.0,4,710.0,Seasonal naive (52w),2,2011-05-22
84992,2011-05-29,87.0,1,343.0,Seasonal naive (52w),2,2011-05-22
84992,2011-06-05,28.0,2,103.0,Seasonal naive (52w),2,2011-05-22
84992,2011-06-12,114.0,3,427.0,Seasonal naive (52w),2,2011-05-22
84992,2011-06-19,193.0,4,454.0,Seasonal naive (52w),2,2011-05-22
85099B,2011-05-29,933.0,1,760.0,Seasonal naive (52w),2,2011-05-22
85099B,2011-06-05,273.0,2,734.0,Seasonal naive (52w),2,2011-05-22
85099B,2011-06-12,883.0,3,987.0,Seasonal naive (52w),2,2011-05-22
85099B,2011-06-19,959.0,4,696.0,Seasonal naive (52w),2,2011-05-22
85099C,2011-05-29,387.0,1,172.0,Seasonal naive (52w),2,2011-05-22
85099C,2011-06-05,210.0,2,187.0,Seasonal naive (52w),2,2011-05-22
85099C,2011-06-12,261.0,3,188.0,Seasonal naive (52w),2,2011-05-22
85099C,2011-06-19,375.0,4,166.0,Seasonal naive (52w),2,2011-05-22
85099F,2011-05-29,423.0,1,503.0,Seasonal naive (52w),2,2011-05-22
85099F,2011-06-05,407.0,2,251.0,Seasonal naive (52w),2,2011-05-22
85099F,2011-06-12,433.0,3,308.0,Seasonal naive (52w),2,2011-05-22
85099F,2011-06-19,234.0,4,139.0,Seasonal naive (52w),2,2011-05-22
85123A,2011-05-29,1026.0,1,954.0,Seasonal naive (52w),2,2011-05-22
85123A,2011-06-05,629.0,2,545.0,Seasonal naive (52w),2,2011-05-22
85123A,2011-06-12,390.0,3,1596.0,Seasonal naive (52w),2,2011-05-22
85123A,2011-06-19,391.0,4,586.0,Seasonal naive (52w),2,2011-05-22
15036,2011-05-29,397.0,1,1256.5,Moving average (4w),2,2011-05-22
15036,2011-06-05,193.0,2,1256.5,Moving average (4w),2,2011-05-22
15036,2011-06-12,1610.0,3,1256.5,Moving average (4w),2,2011-05-22
15036,2011-06-19,1285.0,4,1256.5,Moving average (4w),2,2011-05-22
16014,2011-05-29,20.0,1,690.25,Moving average (4w),2,2011-05-22
16014,2011-06-05,0.0,2,690.25,Moving average (4w),2,2011-05-22
16014,2011-06-12,20.0,3,690.25,Moving average (4w),2,2011-05-22
16014,2011-06-19,12.0,4,690.25,Moving average (4w),2,2011-05-22
17003,2011-05-29,793.0,1,411.75,Moving average (4w),2,2011-05-22
17003,2011-06-05,360.0,2,411.75,Moving average (4w),2,2011-05-22
17003,2011-06-12,913.0,3,411.75,Moving average (4w),2,2011-05-22
17003,2011-06-19,837.0,4,411.75,Moving average (4w),2,2011-05-22
20724,2011-05-29,186.0,1,302.0,Moving average (4w),2,2011-05-22
20724,2011-06-05,244.0,2,302.0,Moving average (4w),2,2011-05-22
20724,2011-06-12,554.0,3,302.0,Moving average (4w),2,2011-05-22
20724,2011-06-19,159.0,4,302.0,Moving average (4w),2,2011-05-22
20725,2011-05-29,684.0,1,445.75,Moving average (4w),2,2011-05-22
20725,2011-06-05,184.0,2,445.75,Moving average (4w),2,2011-05-22
20725,2011-06-12,585.0,3,445.75,Moving average (4w),2,2011-05-22
20725,2011-06-19,448.0,4,445.75,Moving average (4w),2,2011-05-22
20727,2011-05-29,127.0,1,259.5,Moving average (4w),2,2011-05-22
20727,2011-06-05,208.0,2,259.5,Moving average (4w),2,2011-05-22
20727,2011-06-12,180.0,3,259.5,Moving average (4w),2,2011-05-22
20727,2011-06-19,241.0,4,259.5,Moving average (4w),2,2011-05-22
21080,2011-05-29,390.0,1,256.25,Moving average (4w),2,2011-05-22
21080,2011-06-05,105.0,2,256.25,Moving average (4w),2,2011-05-22
21080,2011-06-12,323.0,3,256.25,Moving average (4w),2,2011-05-22
21080,2011-06-19,468.0,4,256.25,Moving average (4w),2,2011-05-22
21212,2011-05-29,360.0,1,837.25,Moving average (4w),2,2011-05-22
21212,2011-06-05,229.0,2,837.25,Moving average (4w),2,2011-05-22
21212,2011-06-12,619.0,3,837.25,Moving average (4w),2,2011-05-22
21212,2011-06-19,856.0,4,837.25,Moving average (4w),2,2011-05-22
21213,2011-05-29,146.0,1,193.0,Moving average (4w),2,2011-05-22
21213,2011-06-05,255.0,2,193.0,Moving average (4w),2,2011-05-22
21213,2011-06-12,178.0,3,193.0,Moving average (4w),2,2011-05-22
21213,2011-06-19,503.0,4,193.0,Moving average (4w),2,2011-05-22
21232,2011-05-29,126.0,1,235.25,Moving average (4w),2,2011-05-22
21232,2011-06-05,114.0,2,235.25,Moving average (4w),2,2011-05-22
21232,2011-06-12,195.0,3,235.25,Moving average (4w),2,2011-05-22
21232,2011-06-19,86.0,4,235.25,Moving average (4w),2,2011-05-22
21498,2011-05-29,225.0,1,256.25,Moving average (4w),2,2011-05-22
21498,2011-06-05,200.0,2,256.25,Moving average (4w),2,2011-05-22
21498,2011-06-12,225.0,3,256.25,Moving average (4w),2,2011-05-22
21498,2011-06-19,175.0,4,256.25,Moving average (4w),2,2011-05-22
21731,2011-05-29,332.0,1,211.25,Moving average (4w),2,2011-05-22
21731,2011-06-05,165.0,2,211.25,Moving average (4w),2,2011-05-22
21731,2011-06-12,96.0,3,211.25,Moving average (4w),2,2011-05-22
21731,2011-06-19,203.0,4,211.25,Moving average (4w),2,2011-05-22
21790,2011-05-29,87.0,1,157.75,Moving average (4w),2,2011-05-22
21790,2011-06-05,179.0,2,157.75,Moving average (4w),2,2011-05-22
21790,2011-06-12,114.0,3,157.75,Moving average (4w),2,2011-05-22
21790,2011-06-19,190.0,4,157.75,Moving average (4w),2,2011-05-22
21915,2011-05-29,85.0,1,247.0,Moving average (4w),2,2011-05-22
21915,2011-06-05,305.0,2,247.0,Moving average (4w),2,2011-05-22
21915,2011-06-12,84.0,3,247.0,Moving average (4w),2,2011-05-22
21915,2011-06-19,434.0,4,247.0,Moving average (4w),2,2011-05-22
21931,2011-05-29,271.0,1,242.25,Moving average (4w),2,2011-05-22
21931,2011-06-05,144.0,2,242.25,Moving average (4w),2,2011-05-22
21931,2011-06-12,230.0,3,242.25,Moving average (4w),2,2011-05-22
21931,2011-06-19,113.0,4,242.25,Moving average (4w),2,2011-05-22
21975,2011-05-29,137.0,1,167.5,Moving average (4w),2,2011-05-22
21975,2011-06-05,142.0,2,167.5,Moving average (4w),2,2011-05-22
21975,2011-06-12,168.0,3,167.5,Moving average (4w),2,2011-05-22
21975,2011-06-19,501.0,4,167.5,Moving average (4w),2,2011-05-22
21977,2011-05-29,2825.0,1,370.25,Moving average (4w),2,2011-05-22
21977,2011-06-05,20.0,2,370.25,Moving average (4w),2,2011-05-22
21977,2011-06-12,337.0,3,370.25,Moving average (4w),2,2011-05-22
21977,2011-06-19,471.0,4,370.25,Moving average (4w),2,2011-05-22
21980,2011-05-29,48.0,1,274.75,Moving average (4w),2,2011-05-22
21980,2011-06-05,120.0,2,274.75,Moving average (4w),2,2011-05-22
21980,2011-06-12,0.0,3,274.75,Moving average (4w),2,2011-05-22
21980,2011-06-19,52.0,4,274.75,Moving average (4w),2,2011-05-22
21981,2011-05-29,37.0,1,199.25,Moving average (4w),2,2011-05-22
21981,2011-06-05,50.0,2,199.25,Moving average (4w),2,2011-05-22
21981,2011-06-12,1.0,3,199.25,Moving average (4w),2,2011-05-22
21981,2011-06-19,24.0,4,199.25,Moving average (4w),2,2011-05-22
21982,2011-05-29,24.0,1,231.0,Moving average (4w),2,2011-05-22
21982,2011-06-05,79.0,2,231.0,Moving average (4w),2,2011-05-22
21982,2011-06-12,78.0,3,231.0,Moving average (4w),2,2011-05-22
21982,2011-06-19,52.0,4,231.0,Moving average (4w),2,2011-05-22
22086,2011-05-29,0.0,1,4.25,Moving average (4w),2,2011-05-22
22086,2011-06-05,0.0,2,4.25,Moving average (4w),2,2011-05-22
22086,2011-06-12,2.0,3,4.25,Moving average (4w),2,2011-05-22
22086,2011-06-19,1.0,4,4.25,Moving average (4w),2,2011-05-22
22151,2011-05-29,680.0,1,474.75,Moving average (4w),2,2011-05-22
22151,2011-06-05,173.0,2,474.75,Moving average (4w),2,2011-05-22
22151,2011-06-12,585.0,3,474.75,Moving average (4w),2,2011-05-22
22151,2011-06-19,462.0,4,474.75,Moving average (4w),2,2011-05-22
22178,2011-05-29,608.0,1,513.5,Moving average (4w),2,2011-05-22
22178,2011-06-05,739.0,2,513.5,Moving average (4w),2,2011-05-22
22178,2011-06-12,543.0,3,513.5,Moving average (4w),2,2011-05-22
22178,2011-06-19,276.0,4,513.5,Moving average (4w),2,2011-05-22
22197,2011-05-29,4562.0,1,590.75,Moving average (4w),2,2011-05-22
22197,2011-06-05,533.0,2,590.75,Moving average (4w),2,2011-05-22
22197,2011-06-12,410.0,3,590.75,Moving average (4w),2,2011-05-22
22197,2011-06-19,437.0,4,590.75,Moving average (4w),2,2011-05-22
22355,2011-05-29,354.0,1,294.25,Moving average (4w),2,2011-05-22
22355,2011-06-05,152.0,2,294.25,Moving average (4w),2,2011-05-22
22355,2011-06-12,243.0,3,294.25,Moving average (4w),2,2011-05-22
22355,2011-06-19,405.0,4,294.25,Moving average (4w),2,2011-05-22
22386,2011-05-29,560.0,1,254.0,Moving average (4w),2,2011-05-22
22386,2011-06-05,410.0,2,254.0,Moving average (4w),2,2011-05-22
22386,2011-06-12,478.0,3,254.0,Moving average (4w),2,2011-05-22
22386,2011-06-19,243.0,4,254.0,Moving average (4w),2,2011-05-22
22411,2011-05-29,338.0,1,315.0,Moving average (4w),2,2011-05-22
22411,2011-06-05,85.0,2,315.0,Moving average (4w),2,2011-05-22
22411,2011-06-12,188.0,3,315.0,Moving average (4w),2,2011-05-22
22411,2011-06-19,144.0,4,315.0,Moving average (4w),2,2011-05-22
22423,2011-05-29,169.0,1,292.25,Moving average (4w),2,2011-05-22
22423,2011-06-05,263.0,2,292.25,Moving average (4w),2,2011-05-22
22423,2011-06-12,208.0,3,292.25,Moving average (4w),2,2011-05-22
22423,2011-06-19,174.0,4,292.25,Moving average (4w),2,2011-05-22
22469,2011-05-29,1205.0,1,195.75,Moving average (4w),2,2011-05-22
22469,2011-06-05,421.0,2,195.75,Moving average (4w),2,2011-05-22
22469,2011-06-12,366.0,3,195.75,Moving average (4w),2,2011-05-22
22469,2011-06-19,261.0,4,195.75,Moving average (4w),2,2011-05-22
22492,2011-05-29,288.0,1,415.0,Moving average (4w),2,2011-05-22
22492,2011-06-05,108.0,2,415.0,Moving average (4w),2,2011-05-22
22492,2011-06-12,361.0,3,415.0,Moving average (4w),2,2011-05-22
22492,2011-06-19,761.0,4,415.0,Moving average (4w),2,2011-05-22
22616,2011-05-29,84.0,1,398.5,Moving average (4w),2,2011-05-22
22616,2011-06-05,80.0,2,398.5,Moving average (4w),2,2011-05-22
22616,2011-06-12,46.0,3,398.5,Moving average (4w),2,2011-05-22
22616,2011-06-19,1512.0,4,398.5,Moving average (4w),2,2011-05-22
22952,2011-05-29,0.0,1,0.5,Moving average (4w),2,2011-05-22
22952,2011-06-05,0.0,2,0.5,Moving average (4w),2,2011-05-22
22952,2011-06-12,0.0,3,0.5,Moving average (4w),2,2011-05-22
22952,2011-06-19,2.0,4,0.5,Moving average (4w),2,2011-05-22
23084,2011-05-29,454.0,1,150.0,Moving average (4w),2,2011-05-22
23084,2011-06-05,135.0,2,150.0,Moving average (4w),2,2011-05-22
23084,2011-06-12,199.0,3,150.0,Moving average (4w),2,2011-05-22
23084,2011-06-19,642.0,4,150.0,Moving average (4w),2,2011-05-22
23166,2011-05-29,215.0,1,146.25,Moving average (4w),2,2011-05-22
23166,2011-06-05,67.0,2,146.25,Moving average (4w),2,2011-05-22
23166,2011-06-12,145.0,3,146.25,Moving average (4w),2,2011-05-22
23166,2011-06-19,125.0,4,146.25,Moving average (4w),2,2011-05-22
23843,2011-05-29,0.0,1,0.0,Moving average (4w),2,2011-05-22
23843,2011-06-05,0.0,2,0.0,Moving average (4w),2,2011-05-22
23843,2011-06-12,0.0,3,0.0,Moving average (4w),2,2011-05-22
23843,2011-06-19,0.0,4,0.0,Moving average (4w),2,2011-05-22
47566,2011-05-29,839.0,1,692.5,Moving average (4w),2,2011-05-22
47566,2011-06-05,434.0,2,692.5,Moving average (4w),2,2011-05-22
47566,2011-06-12,663.0,3,692.5,Moving average (4w),2,2011-05-22
47566,2011-06-19,507.0,4,692.5,Moving average (4w),2,2011-05-22
71459,2011-05-29,424.0,1,472.25,Moving average (4w),2,2011-05-22
71459,2011-06-05,176.0,2,472.25,Moving average (4w),2,2011-05-22
71459,2011-06-12,176.0,3,472.25,Moving average (4w),2,2011-05-22
71459,2011-06-19,422.0,4,472.25,Moving average (4w),2,2011-05-22
84077,2011-05-29,576.0,1,1441.25,Moving average (4w),2,2011-05-22
84077,2011-06-05,1445.0,2,1441.25,Moving average (4w),2,2011-05-22
84077,2011-06-12,480.0,3,1441.25,Moving average (4w),2,2011-05-22
84077,2011-06-19,145.0,4,1441.25,Moving average (4w),2,2011-05-22
84347,2011-05-29,12.0,1,12.0,Moving average (4w),2,2011-05-22
84347,2011-06-05,1.0,2,12.0,Moving average (4w),2,2011-05-22
84347,2011-06-12,0.0,3,12.0,Moving average (4w),2,2011-05-22
84347,2011-06-19,2.0,4,12.0,Moving average (4w),2,2011-05-22
84568,2011-05-29,4.0,1,153.75,Moving average (4w),2,2011-05-22
84568,2011-06-05,297.0,2,153.75,Moving average (4w),2,2011-05-22
84568,2011-06-12,288.0,3,153.75,Moving average (4w),2,2011-05-22
84568,2011-06-19,13.0,4,153.75,Moving average (4w),2,2011-05-22
84755,2011-05-29,676.0,1,634.0,Moving average (4w),2,2011-05-22
84755,2011-06-05,496.0,2,634.0,Moving average (4w),2,2011-05-22
84755,2011-06-12,572.0,3,634.0,Moving average (4w),2,2011-05-22
84755,2011-06-19,632.0,4,634.0,Moving average (4w),2,2011-05-22
84879,2011-05-29,565.0,1,663.5,Moving average (4w),2,2011-05-22
84879,2011-06-05,384.0,2,663.5,Moving average (4w),2,2011-05-22
84879,2011-06-12,292.0,3,663.5,Moving average (4w),2,2011-05-22
84879,2011-06-19,446.0,4,663.5,Moving average (4w),2,2011-05-22
84946,2011-05-29,595.0,1,298.5,Moving average (4w),2,2011-05-22
84946,2011-06-05,269.0,2,298.5,Moving average (4w),2,2011-05-22
84946,2011-06-12,576.0,3,298.5,Moving average (4w),2,2011-05-22
84946,2011-06-19,294.0,4,298.5,Moving average (4w),2,2011-05-22
84970S,2011-05-29,263.0,1,279.75,Moving average (4w),2,2011-05-22
84970S,2011-06-05,128.0,2,279.75,Moving average (4w),2,2011-05-22
84970S,2011-06-12,324.0,3,279.75,Moving average (4w),2,2011-05-22
84970S,2011-06-19,66.0,4,279.75,Moving average (4w),2,2011-05-22
84991,2011-05-29,301.0,1,318.75,Moving average (4w),2,2011-05-22
84991,2011-06-05,136.0,2,318.75,Moving average (4w),2,2011-05-22
84991,2011-06-12,90.0,3,318.75,Moving average (4w),2,2011-05-22
84991,2011-06-19,304.0,4,318.75,Moving average (4w),2,2011-05-22
84992,2011-05-29,87.0,1,142.25,Moving average (4w),2,2011-05-22
84992,2011-06-05,28.0,2,142.25,Moving average (4w),2,2011-05-22
84992,2011-06-12,114.0,3,142.25,Moving average (4w),2,2011-05-22
84992,2011-06-19,193.0,4,142.25,Moving average (4w),2,2011-05-22
85099B,2011-05-29,933.0,1,737.25,Moving average (4w),2,2011-05-22
85099B,2011-06-05,273.0,2,737.25,Moving average (4w),2,2011-05-22
85099B,2011-06-12,883.0,3,737.25,Moving average (4w),2,2011-05-22
85099B,2011-06-19,959.0,4,737.25,Moving average (4w),2,2011-05-22
85099C,2011-05-29,387.0,1,273.5,Moving average (4w),2,2011-05-22
85099C,2011-06-05,210.0,2,273.5,Moving average (4w),2,2011-05-22
85099C,2011-06-12,261.0,3,273.5,Moving average (4w),2,2011-05-22
85099C,2011-06-19,375.0,4,273.5,Moving average (4w),2,2011-05-22
85099F,2011-05-29,423.0,1,167.5,Moving average (4w),2,2011-05-22
85099F,2011-06-05,407.0,2,167.5,Moving average (4w),2,2011-05-22
85099F,2011-06-12,433.0,3,167.5,Moving average (4w),2,2011-05-22
85099F,2011-06-19,234.0,4,167.5,Moving average (4w),2,2011-05-22
85123A,2011-05-29,1026.0,1,801.25,Moving average (4w),2,2011-05-22
85123A,2011-06-05,629.0,2,801.25,Moving average (4w),2,2011-05-22
85123A,2011-06-12,390.0,3,801.25,Moving average (4w),2,2011-05-22
85123A,2011-06-19,391.0,4,801.25,Moving average (4w),2,2011-05-22
15036,2011-05-29,397.0,1,730.2307692307693,Moving average (13w),2,2011-05-22
15036,2011-06-05,193.0,2,730.2307692307693,Moving average (13w),2,2011-05-22
15036,2011-06-12,1610.0,3,730.2307692307693,Moving average (13w),2,2011-05-22
15036,2011-06-19,1285.0,4,730.2307692307693,Moving average (13w),2,2011-05-22
16014,2011-05-29,20.0,1,295.0,Moving average (13w),2,2011-05-22
16014,2011-06-05,0.0,2,295.0,Moving average (13w),2,2011-05-22
16014,2011-06-12,20.0,3,295.0,Moving average (13w),2,2011-05-22
16014,2011-06-19,12.0,4,295.0,Moving average (13w),2,2011-05-22
17003,2011-05-29,793.0,1,406.61538461538464,Moving average (13w),2,2011-05-22
17003,2011-06-05,360.0,2,406.61538461538464,Moving average (13w),2,2011-05-22
17003,2011-06-12,913.0,3,406.61538461538464,Moving average (13w),2,2011-05-22
17003,2011-06-19,837.0,4,406.61538461538464,Moving average (13w),2,2011-05-22
20724,2011-05-29,186.0,1,298.0,Moving average (13w),2,2011-05-22
20724,2011-06-05,244.0,2,298.0,Moving average (13w),2,2011-05-22
20724,2011-06-12,554.0,3,298.0,Moving average (13w),2,2011-05-22
20724,2011-06-19,159.0,4,298.0,Moving average (13w),2,2011-05-22
20725,2011-05-29,684.0,1,356.84615384615387,Moving average (13w),2,2011-05-22
20725,2011-06-05,184.0,2,356.84615384615387,Moving average (13w),2,2011-05-22
20725,2011-06-12,585.0,3,356.84615384615387,Moving average (13w),2,2011-05-22
20725,2011-06-19,448.0,4,356.84615384615387,Moving average (13w),2,2011-05-22
20727,2011-05-29,127.0,1,201.84615384615384,Moving average (13w),2,2011-05-22
20727,2011-06-05,208.0,2,201.84615384615384,Moving average (13w),2,2011-05-22
20727,2011-06-12,180.0,3,201.84615384615384,Moving average (13w),2,2011-05-22
20727,2011-06-19,241.0,4,201.84615384615384,Moving average (13w),2,2011-05-22
21080,2011-05-29,390.0,1,316.9230769230769,Moving average (13w),2,2011-05-22
21080,2011-06-05,105.0,2,316.9230769230769,Moving average (13w),2,2011-05-22
21080,2011-06-12,323.0,3,316.9230769230769,Moving average (13w),2,2011-05-22
21080,2011-06-19,468.0,4,316.9230769230769,Moving average (13w),2,2011-05-22
21212,2011-05-29,360.0,1,836.5384615384615,Moving average (13w),2,2011-05-22
21212,2011-06-05,229.0,2,836.5384615384615,Moving average (13w),2,2011-05-22
21212,2011-06-12,619.0,3,836.5384615384615,Moving average (13w),2,2011-05-22
21212,2011-06-19,856.0,4,836.5384615384615,Moving average (13w),2,2011-05-22
21213,2011-05-29,146.0,1,304.7692307692308,Moving average (13w),2,2011-05-22
21213,2011-06-05,255.0,2,304.7692307692308,Moving average (13w),2,2011-05-22
21213,2011-06-12,178.0,3,304.7692307692308,Moving average (13w),2,2011-05-22
21213,2011-06-19,503.0,4,304.7692307692308,Moving average (13w),2,2011-05-22
