date,StockCode,description,units,revenue,avg_price,n_invoices,n_customers
2011-01-16,21212,PACK OF 72 RETROSPOT CAKE CASES,619.0,300.96000000000004,0.7627857142857143,24.0,17.0
2011-01-23,21212,PACK OF 72 RETROSPOT CAKE CASES,1753.0,766.0699999999999,0.987,16.0,9.0
2011-01-30,21212,PACK OF 72 RETROSPOT CAKE CASES,557.0,347.24,0.9745,23.0,16.0
2011-02-06,21212,PACK OF 72 RETROSPOT CAKE CASES,558.0,332.66,0.7444642857142858,27.0,23.0
2011-02-13,21212,PACK OF 72 RETROSPOT CAKE CASES,347.0,213.24,0.8879761904761905,17.0,11.0
2011-02-20,21212,PACK OF 72 RETROSPOT CAKE CASES,526.0,283.59000000000003,0.6961428571428572,17.0,13.0
2011-02-27,21212,PACK OF 72 RETROSPOT CAKE CASES,718.0,385.56000000000006,0.7553809523809525,32.0,26.0
2011-03-06,21212,PACK OF 72 RETROSPOT CAKE CASES,689.0,351.95,0.5960714285714286,27.0,22.0
2011-03-13,21212,PACK OF 72 RETROSPOT CAKE CASES,814.0,484.09000000000003,0.8027380952380953,22.0,16.0
2011-03-20,21212,PACK OF 72 RETROSPOT CAKE CASES,1303.0,698.98,0.7917755102040817,26.0,21.0
2011-03-27,21212,PACK OF 72 RETROSPOT CAKE CASES,527.0,305.73,0.6821904761904763,32.0,27.0
2011-04-03,21212,PACK OF 72 RETROSPOT CAKE CASES,785.0,534.93,0.673582251082251,29.0,23.0
2011-04-10,21212,PACK OF 72 RETROSPOT CAKE CASES,669.0,455.04,0.696607142857143,35.0,29.0
2011-04-17,21212,PACK OF 72 RETROSPOT CAKE CASES,600.0,426.39,0.7928571428571428,31.0,29.0
2011-04-24,21212,PACK OF 72 RETROSPOT CAKE CASES,1421.0,674.59,0.6763061224489796,28.0,18.0
2011-05-01,21212,PACK OF 72 RETROSPOT CAKE CASES,315.0,211.24,0.6580519480519481,22.0,17.0
2011-05-08,21212,PACK OF 72 RETROSPOT CAKE CASES,788.0,432.09000000000003,0.6615584415584416,34.0,28.0
2011-05-15,21212,PACK OF 72 RETROSPOT CAKE CASES,1647.0,862.68,0.7571190476190477,33.0,25.0
2011-05-22,21212,PACK OF 72 RETROSPOT CAKE CASES,599.0,339.47,0.7645238095238095,28.0,22.0
2011-05-29,21212,PACK OF 72 RETROSPOT CAKE CASES,360.0,284.12000000000006,0.7040952380952381,21.0,18.0
2011-06-05,21212,PACK OF 72 RETROSPOT CAKE CASES,229.0,159.09,0.8796428571428571,16.0,12.0
2011-06-12,21212,PACK OF 72 RETROSPOT CAKE CASES,619.0,408.44,0.7482040816326531,29.0,22.0
2011-06-19,21212,PACK OF 72 RETROSPOT CAKE CASES,856.0,456.27,0.7111666666666666,27.0,22.0
2011-06-26,21212,PACK OF 72 RETROSPOT CAKE CASES,181.0,121.28000000000002,0.7645238095238095,21.0,15.0
2011-07-03,21212,PACK OF 72 RETROSPOT CAKE CASES,123.0,114.11999999999999,0.6926190476190477,8.0,6.0
2011-07-10,21212,PACK OF 72 RETROSPOT CAKE CASES,1112.0,595.58,0.8541156462585034,23.0,15.0
2011-07-17,21212,PACK OF 72 RETROSPOT CAKE CASES,253.0,169.49,0.6947619047619048,21.0,17.0
2011-07-24,21212,PACK OF 72 RETROSPOT CAKE CASES,335.0,256.6,0.800357142857143,23.0,17.0
2011-07-31,21212,PACK OF 72 RETROSPOT CAKE CASES,1083.0,567.08,0.6248571428571429,24.0,21.0
2011-08-07,21212,PACK OF 72 RETROSPOT CAKE CASES,445.0,238.73000000000002,0.6827142857142857,15.0,13.0
2011-08-14,21212,PACK OF 72 RETROSPOT CAKE CASES,335.0,224.74,0.8,15.0,9.0
2011-08-21,21212,PACK OF 72 RETROSPOT CAKE CASES,1650.0,771.73,0.8323809523809524,23.0,22.0
2011-08-28,21212,PACK OF 72 RETROSPOT CAKE CASES,508.0,308.17,0.6864285714285715,20.0,17.0
2011-09-04,21212,PACK OF 72 RETROSPOT CAKE CASES,459.0,268.90000000000003,0.7661428571428572,28.0,16.0
2011-09-11,21212,PACK OF 72 RETROSPOT CAKE CASES,712.0,381.39,0.7633333333333334,24.0,21.0
2011-09-18,21212,PACK OF 72 RETROSPOT CAKE CASES,955.0,478.10999999999996,0.8698412698412697,22.0,16.0
2011-09-25,21212,PACK OF 72 RETROSPOT CAKE CASES,1028.0,555.25,0.7690357142857144,39.0,30.0
2011-10-02,21212,PACK OF 72 RETROSPOT CAKE CASES,359.0,227.66000000000003,0.7421428571428572,26.0,22.0
2011-10-09,21212,PACK OF 72 RETROSPOT CAKE CASES,477.0,328.57000000000005,0.7756926406926407,29.0,23.0
2011-10-16,21212,PACK OF 72 RETROSPOT CAKE CASES,499.0,321.49,0.7965873015873016,27.0,21.0
2011-10-23,21212,PACK OF 72 RETROSPOT CAKE CASES,507.0,263.39,0.9095714285714286,18.0,15.0
2011-10-30,21212,PACK OF 72 RETROSPOT CAKE CASES,521.0,258.15,0.5626190476190477,27.0,27.0
2011-11-06,21212,PACK OF 72 RETROSPOT CAKE CASES,1042.0,514.65,0.6908928571428572,30.0,27.0
2011-11-13,21212,PACK OF 72 RETROSPOT CAKE CASES,362.0,267.61,0.878544217687075,30.0,21.0
2011-11-20,21212,PACK OF 72 RETROSPOT CAKE CASES,590.0,398.18,0.8178382807668523,39.0,30.0
2011-11-27,21212,PACK OF 72 RETROSPOT CAKE CASES,342.0,317.1,0.9236984126984128,26.0,19.0
2011-12-04,21212,PACK OF 72 RETROSPOT CAKE CASES,546.0,458.38,1.1455,29.0,19.0
2009-12-13,21213,PACK OF 72 SKULL CAKE CASES,195.0,111.75000000000001,0.7642857142857143,15.0,10.0
2009-12-20,21213,PACK OF 72 SKULL CAKE CASES,385.0,214.15,0.9492857142857144,15.0,8.0
2009-12-27,21213,PACK OF 72 SKULL CAKE CASES,485.0,205.85,1.1152380952380951,4.0,1.0
2010-01-03,21213,PACK OF 72 SKULL CAKE CASES,0.0,0.0,1.3,0.0,0.0
2010-01-10,21213,PACK OF 72 SKULL CAKE CASES,207.0,98.25,0.6385714285714287,5.0,5.0
2010-01-17,21213,PACK OF 72 SKULL CAKE CASES,428.0,210.08,0.7583333333333334,15.0,9.0
2010-01-24,21213,PACK OF 72 SKULL CAKE CASES,568.0,249.57999999999998,0.7446428571428572,13.0,9.0
2010-01-31,21213,PACK OF 72 SKULL CAKE CASES,463.0,230.01999999999998,0.6392142857142857,17.0,13.0
2010-02-07,21213,PACK OF 72 SKULL CAKE CASES,177.0,84.67,0.7350000000000001,9.0,6.0
2010-02-14,21213,PACK OF 72 SKULL CAKE CASES,487.0,234.77,0.7095238095238096,14.0,11.0
2010-02-21,21213,PACK OF 72 SKULL CAKE CASES,337.0,163.31,0.6450000000000001,14.0,11.0
2010-02-28,21213,PACK OF 72 SKULL CAKE CASES,165.0,94.4,0.915,10.0,7.0
2010-03-07,21213,PACK OF 72 SKULL CAKE CASES,893.0,393.47999999999996,0.5375,11.0,10.0
2010-03-14,21213,PACK OF 72 SKULL CAKE CASES,260.0,128.86,0.6480952380952382,12.0,10.0
2010-03-21,21213,PACK OF 72 SKULL CAKE CASES,782.0,343.96000000000004,0.6222619047619048,16.0,14.0
2010-03-28,21213,PACK OF 72 SKULL CAKE CASES,175.0,97.71000000000001,0.7064285714285715,11.0,9.0
2010-04-04,21213,PACK OF 72 SKULL CAKE CASES,263.0,129.78000000000003,0.5612142857142858,14.0,13.0
2010-04-11,21213,PACK OF 72 SKULL CAKE CASES,756.0,336.65,0.5960952380952381,11.0,8.0
2010-04-18,21213,PACK OF 72 SKULL CAKE CASES,579.0,302.85,0.5407142857142857,12.0,12.0
2010-04-25,21213,PACK OF 72 SKULL CAKE CASES,246.0,137.49,0.6195238095238096,16.0,14.0
2010-05-02,21213,PACK OF 72 SKULL CAKE CASES,354.0,195.43,0.5760714285714287,17.0,15.0
2010-05-09,21213,PACK OF 72 SKULL CAKE CASES,267.0,132.71,0.6137142857142858,14.0,12.0
2010-05-16,21213,PACK OF 72 SKULL CAKE CASES,317.0,160.21,0.684404761904762,12.0,10.0
2010-05-23,21213,PACK OF 72 SKULL CAKE CASES,577.0,272.01,0.6310714285714286,12.0,11.0
2010-05-30,21213,PACK OF 72 SKULL CAKE CASES,837.0,369.41,0.546,18.0,16.0
2010-06-06,21213,PACK OF 72 SKULL CAKE CASES,47.0,34.61,0.8976190476190476,12.0,5.0
2010-06-13,21213,PACK OF 72 SKULL CAKE CASES,405.0,198.12,0.8535714285714286,15.0,11.0
2010-06-20,21213,PACK OF 72 SKULL CAKE CASES,378.0,194.49,0.6322619047619048,17.0,15.0
2010-06-27,21213,PACK OF 72 SKULL CAKE CASES,232.0,143.78,0.7426190476190476,23.0,12.0
2010-07-04,21213,PACK OF 72 SKULL CAKE CASES,631.0,296.18,0.5495408163265306,24.0,23.0
2010-07-11,21213,PACK OF 72 SKULL CAKE CASES,307.0,145.68,0.8582142857142857,8.0,4.0
2010-07-18,21213,PACK OF 72 SKULL CAKE CASES,103.0,56.65,0.5453571428571429,5.0,4.0
2010-07-25,21213,PACK OF 72 SKULL CAKE CASES,439.0,241.45000000000002,0.55,12.0,12.0
2010-08-01,21213,PACK OF 72 SKULL CAKE CASES,570.0,285.95000000000005,0.5736054421768708,22.0,19.0
2010-08-08,21213,PACK OF 72 SKULL CAKE CASES,101.0,55.550000000000004,0.55,7.0,7.0
2010-08-15,21213,PACK OF 72 SKULL CAKE CASES,1254.0,735.1800000000001,0.9413265306122449,16.0,11.0
2010-08-22,21213,PACK OF 72 SKULL CAKE CASES,1179.0,532.41,0.5585714285714286,15.0,13.0
2010-08-29,21213,PACK OF 72 SKULL CAKE CASES,134.0,73.7,0.55,10.0,10.0
2010-09-05,21213,PACK OF 72 SKULL CAKE CASES,581.0,342.92,0.7789285714285715,18.0,13.0
2010-09-12,21213,PACK OF 72 SKULL CAKE CASES,147.0,82.31,0.6056190476190476,14.0,11.0
2010-09-19,21213,PACK OF 72 SKULL CAKE CASES,1118.0,506.43,0.560952380952381,23.0,22.0
2010-09-26,21213,PACK OF 72 SKULL CAKE CASES,650.0,363.37,0.597795918367347,24.0,22.0
2010-10-03,21213,PACK OF 72 SKULL CAKE CASES,284.0,205.06,0.7150000000000001,15.0,13.0
2010-10-10,21213,PACK OF 72 SKULL CAKE CASES,1823.0,864.42,0.6850476190476191,29.0,25.0
2010-10-17,21213,PACK OF 72 SKULL CAKE CASES,552.0,365.1,0.6325000000000001,29.0,26.0
2010-10-24,21213,PACK OF 72 SKULL CAKE CASES,660.0,393.26,1.089421768707483,28.0,22.0
2010-10-31,21213,PACK OF 72 SKULL CAKE CASES,654.0,391.01,1.0014285714285713,14.0,10.0
2010-11-07,21213,PACK OF 72 SKULL CAKE CASES,724.0,339.45,0.6142857142857142,26.0,21.0
2010-11-14,21213,PACK OF 72 SKULL CAKE CASES,210.0,203.74,0.8991904761904762,22.0,16.0
2010-11-21,21213,PACK OF 72 SKULL CAKE CASES,867.0,471.38,0.770734126984127,32.0,24.0
2010-11-28,21213,PACK OF 72 SKULL CAKE CASES,619.0,363.3,0.8905714285714286,27.0,20.0
2010-12-05,21213,PACK OF 72 SKULL CAKE CASES,318.0,316.62,1.2707142857142857,14.0,9.0
2010-12-12,21213,PACK OF 72 SKULL CAKE CASES,405.0,406.65,1.0797619047619047,13.0,8.0
2010-12-19,21213,PACK OF 72 SKULL CAKE CASES,275.0,200.31,0.7109523809523809,8.0,6.0
2010-12-26,21213,PACK OF 72 SKULL CAKE CASES,705.0,313.52,0.982142857142857,9.0,6.0
2011-01-02,21213,PACK OF 72 SKULL CAKE CASES,0.0,0.0,1.0766666666666664,0.0,0.0
2011-01-09,21213,PACK OF 72 SKULL CAKE CASES,127.0,69.85000000000001,0.6252380952380953,7.0,7.0
2011-01-16,21213,PACK OF 72 SKULL CAKE CASES,132.0,57.73,0.5928571428571429,6.0,5.0
2011-01-23,21213,PACK OF 72 SKULL CAKE CASES,223.0,109.28,0.7833333333333333,9.0,7.0
2011-01-30,21213,PACK OF 72 SKULL CAKE CASES,184.0,90.06,1.1092857142857142,9.0,5.0
2011-02-06,21213,PACK OF 72 SKULL CAKE CASES,243.0,153.59,0.9936394557823129,19.0,14.0
2011-02-13,21213,PACK OF 72 SKULL CAKE CASES,38.0,35.370000000000005,1.1964285714285714,6.0,3.0
2011-02-20,21213,PACK OF 72 SKULL CAKE CASES,179.0,121.14000000000001,0.697047619047619,13.0,9.0
2011-02-27,21213,PACK OF 72 SKULL CAKE CASES,184.0,97.84,1.0871428571428572,8.0,6.0
2011-03-06,21213,PACK OF 72 SKULL CAKE CASES,316.0,142.6,0.6283333333333333,8.0,8.0
2011-03-13,21213,PACK OF 72 SKULL CAKE CASES,128.0,99.47,1.0964285714285713,9.0,6.0
2011-03-20,21213,PACK OF 72 SKULL CAKE CASES,340.0,201.47,0.9778571428571429,10.0,7.0
2011-03-27,21213,PACK OF 72 SKULL CAKE CASES,208.0,124.98000000000002,0.6630952380952382,18.0,15.0
2011-04-03,21213,PACK OF 72 SKULL CAKE CASES,444.0,243.6,0.7028571428571428,11.0,9.0
2011-04-10,21213,PACK OF 72 SKULL CAKE CASES,184.0,114.71000000000001,0.7061904761904761,13.0,10.0
2011-04-17,21213,PACK OF 72 SKULL CAKE CASES,363.0,183.75,1.0325,11.0,8.0
2011-04-24,21213,PACK OF 72 SKULL CAKE CASES,1023.0,429.93,0.6560952380952382,10.0,7.0
2011-05-01,21213,PACK OF 72 SKULL CAKE CASES,152.0,77.18,0.6214285714285713,4.0,3.0
2011-05-08,21213,PACK OF 72 SKULL CAKE CASES,362.0,200.91,0.6343809523809524,14.0,12.0
2011-05-15,21213,PACK OF 72 SKULL CAKE CASES,176.0,133.39000000000001,0.7654761904761905,15.0,11.0
2011-05-22,21213,PACK OF 72 SKULL CAKE CASES,82.0,54.28,0.7685714285714286,6.0,4.0
2011-05-29,21213,PACK OF 72 SKULL CAKE CASES,146.0,116.89000000000001,0.8935714285714286,10.0,7.0
2011-06-05,21213,PACK OF 72 SKULL CAKE CASES,255.0,142.18,0.619047619047619,12.0,10.0
2011-06-12,21213,PACK OF 72 SKULL CAKE CASES,178.0,145.07000000000002,0.9732142857142857,19.0,13.0
2011-06-19,21213,PACK OF 72 SKULL CAKE CASES,503.0,270.63,0.8457142857142858,18.0,15.0
2011-06-26,21213,PACK OF 72 SKULL CAKE CASES,236.0,118.4,0.8942857142857142,15.0,10.0
2011-07-03,21213,PACK OF 72 SKULL CAKE CASES,101.0,56.25000000000001,0.5833333333333334,7.0,6.0
2011-07-10,21213,PACK OF 72 SKULL CAKE CASES,537.0,226.14999999999998,0.6595238095238096,9.0,6.0
2011-07-17,21213,PACK OF 72 SKULL CAKE CASES,206.0,99.1,0.6771428571428572,13.0,11.0
2011-07-24,21213,PACK OF 72 SKULL CAKE CASES,160.0,90.10000000000001,0.6666666666666667,13.0,10.0
2011-07-31,21213,PACK OF 72 SKULL CAKE CASES,231.0,127.75,0.6500000000000001,13.0,12.0
2011-08-07,21213,PACK OF 72 SKULL CAKE CASES,241.0,117.65,0.7407142857142858,5.0,4.0
2011-08-14,21213,PACK OF 72 SKULL CAKE CASES,88.0,49.1,0.5750000000000001,8.0,6.0
2011-08-21,21213,PACK OF 72 SKULL CAKE CASES,852.0,369.78000000000003,0.7578571428571428,10.0,9.0
2011-08-28,21213,PACK OF 72 SKULL CAKE CASES,231.0,156.12,1.06,13.0,10.0
2011-09-04,21213,PACK OF 72 SKULL CAKE CASES,219.0,126.45,0.9095238095238096,15.0,7.0
2011-09-11,21213,PACK OF 72 SKULL CAKE CASES,800.0,394.31,0.8413095238095237,25.0,19.0
2011-09-18,21213,PACK OF 72 SKULL CAKE CASES,865.0,395.09,0.849047619047619,16.0,12.0
2011-09-25,21213,PACK OF 72 SKULL CAKE CASES,420.0,222.36,0.8705714285714287,21.0,15.0
2011-10-02,21213,PACK OF 72 SKULL CAKE CASES,242.0,138.26000000000002,0.7021428571428572,19.0,15.0
2011-10-09,21213,PACK OF 72 SKULL CAKE CASES,274.0,186.66000000000003,0.9794642857142858,19.0,16.0
2011-10-16,21213,PACK OF 72 SKULL CAKE CASES,176.0,107.38000000000001,0.8019047619047619,16.0,13.0
2011-10-23,21213,PACK OF 72 SKULL CAKE CASES,384.0,218.86,0.829795918367347,18.0,13.0
2011-10-30,21213,PACK OF 72 SKULL CAKE CASES,505.0,304.26,0.8265476190476191,18.0,14.0
2011-11-06,21213,PACK OF 72 SKULL CAKE CASES,227.0,165.33,0.8550000000000001,13.0,10.0
2011-11-13,21213,PACK OF 72 SKULL CAKE CASES,117.0,88.44000000000001,0.8457142857142858,16.0,9.0
2011-11-20,21213,PACK OF 72 SKULL CAKE CASES,163.0,146.44,0.8821428571428571,20.0,14.0
2011-11-27,21213,PACK OF 72 SKULL CAKE CASES,64.0,38.13,0.6197619047619048,12.0,9.0
2011-12-04,21213,PACK OF 72 SKULL CAKE CASES,210.0,103.4,0.6740476190476191,14.0,11.0
2009-12-13,21232,STRAWBERRY CERAMIC TRINKET POT,1036.0,1346.72,1.356973704866562,53.0,47.0
2009-12-20,21232,STRAWBERRY CERAMIC TRINKET POT,1324.0,1709.88,1.4616925931211644,53.0,42.0
2009-12-27,21232,STRAWBERRY CERAMIC TRINKET POT,23.0,59.11,2.3814285714285712,5.0,0.0
2010-01-03,21232,STRAWBERRY CERAMIC TRINKET POT,0.0,0.0,2.57,0.0,0.0
2010-01-10,21232,STRAWBERRY CERAMIC TRINKET POT,737.0,808.77,1.1534920634920636,19.0,19.0
2010-01-17,21232,STRAWBERRY CERAMIC TRINKET POT,462.0,622.5600000000001,1.631190476190476,28.0,15.0
2010-01-24,21232,STRAWBERRY CERAMIC TRINKET POT,477.0,589.23,1.7368367346938776,27.0,21.0
2010-01-31,21232,STRAWBERRY CERAMIC TRINKET POT,448.0,519.14,1.5989285714285713,24.0,18.0
2010-02-07,21232,STRAWBERRY CERAMIC TRINKET POT,382.0,505.58,1.522857142857143,27.0,22.0
2010-02-14,21232,STRAWBERRY CERAMIC TRINKET POT,350.0,436.42,1.406984126984127,31.0,26.0
2010-02-21,21232,STRAWBERRY CERAMIC TRINKET POT,171.0,237.69,1.5791428571428572,22.0,15.0
2010-02-28,21232,STRAWBERRY CERAMIC TRINKET POT,567.0,683.01,1.5559761904761904,28.0,22.0
2010-03-07,21232,STRAWBERRY CERAMIC TRINKET POT,796.0,938.1800000000001,1.369795918367347,36.0,32.0
2010-03-14,21232,STRAWBERRY CERAMIC TRINKET POT,397.0,500.81,1.6057738095238094,25.0,16.0
2010-03-21,21232,STRAWBERRY CERAMIC TRINKET POT,597.0,692.97,1.4750436507936509,39.0,31.0
2010-03-28,21232,STRAWBERRY CERAMIC TRINKET POT,320.0,401.44,1.4652142857142856,25.0,21.0
2010-04-04,21232,STRAWBERRY CERAMIC TRINKET POT,295.0,370.42999999999995,1.346122448979592,23.0,19.0
2010-04-11,21232,STRAWBERRY CERAMIC TRINKET POT,215.0,295.39,1.3278571428571428,16.0,13.0
2010-04-18,21232,STRAWBERRY CERAMIC TRINKET POT,224.0,264.04,1.2183333333333335,17.0,17.0
2010-04-25,21232,STRAWBERRY CERAMIC TRINKET POT,491.0,595.87,1.4850068027210883,36.0,23.0
2010-05-02,21232,STRAWBERRY CERAMIC TRINKET POT,446.0,579.1,1.4777142857142855,34.0,28.0
2010-05-09,21232,STRAWBERRY CERAMIC TRINKET POT,658.0,765.62,1.5078571428571428,30.0,24.0
2010-05-16,21232,STRAWBERRY CERAMIC TRINKET POT,711.0,831.8700000000001,1.408174603174603,33.0,27.0
2010-05-23,21232,STRAWBERRY CERAMIC TRINKET POT,288.0,360.18,1.5145714285714287,24.0,20.0
2010-05-30,21232,STRAWBERRY CERAMIC TRINKET POT,575.0,717.25,1.5152857142857141,31.0,25.0
2010-06-06,21232,STRAWBERRY CERAMIC TRINKET POT,186.0,250.14,1.6159999999999999,20.0,15.0
2010-06-13,21232,STRAWBERRY CERAMIC TRINKET POT,541.0,673.9100000000001,1.442396103896104,37.0,31.0
2010-06-20,21232,STRAWBERRY CERAMIC TRINKET POT,620.0,711.82,1.4937619047619048,26.0,20.0
2010-06-27,21232,STRAWBERRY CERAMIC TRINKET POT,425.0,520.27,1.476765306122449,30.0,24.0
2010-07-04,21232,STRAWBERRY CERAMIC TRINKET POT,538.0,637.76,1.3581746031746031,31.0,26.0
2010-07-11,21232,STRAWBERRY CERAMIC TRINKET POT,456.0,553.98,1.4992295918367347,36.0,30.0
2010-07-18,21232,STRAWBERRY CERAMIC TRINKET POT,728.0,855.46,1.392297619047619,41.0,34.0
2010-07-25,21232,STRAWBERRY CERAMIC TRINKET POT,443.0,531.4300000000001,1.3173160173160172,29.0,25.0
2010-08-01,21232,STRAWBERRY CERAMIC TRINKET POT,448.0,526.52,1.3330714285714287,25.0,22.0
2010-08-08,21232,STRAWBERRY CERAMIC TRINKET POT,231.0,283.89,1.3054761904761905,16.0,15.0
2010-08-15,21232,STRAWBERRY CERAMIC TRINKET POT,476.0,707.77,1.7967532467532465,39.0,28.0
2010-08-22,21232,STRAWBERRY CERAMIC TRINKET POT,440.0,555.22,1.4311071428571427,34.0,30.0
2010-08-29,21232,STRAWBERRY CERAMIC TRINKET POT,355.0,436.37,1.4278367346938776,30.0,26.0
2010-09-05,21232,STRAWBERRY CERAMIC TRINKET POT,312.0,479.1700000000001,1.5245408163265306,21.0,16.0
2010-09-12,21232,STRAWBERRY CERAMIC TRINKET POT,398.0,497.68,1.3730357142857144,35.0,30.0
2010-09-19,21232,STRAWBERRY CERAMIC TRINKET POT,405.0,483.92999999999995,1.4635324675324675,26.0,24.0
2010-09-26,21232,STRAWBERRY CERAMIC TRINKET POT,468.0,693.37,1.4974935064935064,38.0,30.0
2010-10-03,21232,STRAWBERRY CERAMIC TRINKET POT,445.0,702.6,1.5506709956709959,36.0,30.0
2010-10-10,21232,STRAWBERRY CERAMIC TRINKET POT,1028.0,1330.07,1.9245367965367965,43.0,35.0
2010-10-17,21232,STRAWBERRY CERAMIC TRINKET POT,410.0,618.1800000000001,1.4815986394557823,33.0,26.0
2010-10-24,21232,STRAWBERRY CERAMIC TRINKET POT,452.0,646.62,1.6697380952380951,39.0,33.0
2010-10-31,21232,STRAWBERRY CERAMIC TRINKET POT,583.0,749.3199999999999,1.5863571428571428,38.0,32.0
2010-11-07,21232,STRAWBERRY CERAMIC TRINKET POT,616.0,734.9,1.4221031746031747,28.0,25.0
2010-11-14,21232,STRAWBERRY CERAMIC TRINKET POT,1010.0,1247.2800000000002,1.4761525974025973,41.0,33.0
2010-11-21,21232,STRAWBERRY CERAMIC TRINKET POT,431.0,555.31,1.4437499999999999,34.0,28.0
2010-11-28,21232,STRAWBERRY CERAMIC TRINKET POT,554.0,691.78,1.373560606060606,41.0,33.0
2010-12-05,21232,STRAWBERRY CERAMIC TRINKET POT,1680.0,2345.3799999999997,1.5593622448979592,32.0,23.0
2010-12-12,21232,STRAWBERRY CERAMIC TRINKET POT,603.0,1029.57,1.8307380952380952,28.0,18.0
2010-12-19,21232,STRAWBERRY CERAMIC TRINKET POT,366.0,510.63,1.642047619047619,29.0,21.0
2010-12-26,21232,STRAWBERRY CERAMIC TRINKET POT,47.0,62.53,2.375,5.0,3.0
2011-01-02,21232,STRAWBERRY CERAMIC TRINKET POT,0.0,0.0,2.5100000000000002,0.0,0.0
2011-01-09,21232,STRAWBERRY CERAMIC TRINKET POT,140.0,163.84,1.7232142857142858,13.0,11.0
2011-01-16,21232,STRAWBERRY CERAMIC TRINKET POT,40.0,60.08,1.55,6.0,3.0
2011-01-23,21232,STRAWBERRY CERAMIC TRINKET POT,160.0,191.16000000000003,1.596047619047619,11.0,8.0
2011-01-30,21232,STRAWBERRY CERAMIC TRINKET POT,158.0,192.26000000000002,1.7569523809523808,12.0,7.0
2011-02-06,21232,STRAWBERRY CERAMIC TRINKET POT,286.0,388.63,2.1286666666666667,24.0,15.0
2011-02-13,21232,STRAWBERRY CERAMIC TRINKET POT,113.0,231.32,1.8060714285714285,12.0,8.0
2011-02-20,21232,STRAWBERRY CERAMIC TRINKET POT,146.0,232.15,1.5733333333333335,14.0,10.0
2011-02-27,21232,STRAWBERRY CERAMIC TRINKET POT,439.0,547.35,1.5574999999999999,18.0,14.0
2011-03-06,21232,STRAWBERRY CERAMIC TRINKET POT,306.0,353.97,1.4162142857142859,17.0,12.0
2011-03-13,21232,STRAWBERRY CERAMIC TRINKET POT,316.0,483.5,1.6725340136054423,23.0,15.0
2011-03-20,21232,STRAWBERRY CERAMIC TRINKET POT,146.0,184.92,1.422857142857143,11.0,10.0
2011-03-27,21232,STRAWBERRY CERAMIC TRINKET POT,347.0,395.13000000000005,1.2889285714285716,17.0,15.0
2011-04-03,21232,STRAWBERRY CERAMIC TRINKET POT,272.0,331.51,1.4798095238095237,22.0,17.0
2011-04-10,21232,STRAWBERRY CERAMIC TRINKET POT,200.0,222.64000000000001,1.2174285714285715,8.0,8.0
2011-04-17,21232,STRAWBERRY CERAMIC TRINKET POT,178.0,240.86,1.5997142857142859,19.0,13.0
2011-04-24,21232,STRAWBERRY CERAMIC TRINKET POT,139.0,206.42,1.6187619047619048,13.0,9.0
2011-05-01,21232,STRAWBERRY CERAMIC TRINKET POT,214.0,271.12,1.5193214285714285,15.0,8.0
2011-05-08,21232,STRAWBERRY CERAMIC TRINKET POT,262.0,335.36,1.5350510204081633,19.0,15.0
2011-05-15,21232,STRAWBERRY CERAMIC TRINKET POT,136.0,246.62,1.8940714285714286,15.0,8.0
2011-05-22,21232,STRAWBERRY CERAMIC TRINKET POT,329.0,412.96000000000004,1.5554081632653063,23.0,19.0
2011-05-29,21232,STRAWBERRY CERAMIC TRINKET POT,126.0,216.21,1.6105714285714288,14.0,11.0
2011-06-05,21232,STRAWBERRY CERAMIC TRINKET POT,114.0,139.4,1.5414285714285716,8.0,5.0
2011-06-12,21232,STRAWBERRY CERAMIC TRINKET POT,195.0,269.56,1.6152857142857144,16.0,13.0
2011-06-19,21232,STRAWBERRY CERAMIC TRINKET POT,86.0,207.18,2.2971428571428567,7.0,4.0
2011-06-26,21232,STRAWBERRY CERAMIC TRINKET POT,189.0,256.09,1.478452380952381,15.0,12.0
2011-07-03,21232,STRAWBERRY CERAMIC TRINKET POT,104.0,214.57,1.6854761904761906,11.0,8.0
2011-07-10,21232,STRAWBERRY CERAMIC TRINKET POT,89.0,129.54000000000002,1.6467619047619046,14.0,9.0
2011-07-17,21232,STRAWBERRY CERAMIC TRINKET POT,158.0,197.64000000000001,1.8482142857142858,17.0,15.0
2011-07-24,21232,STRAWBERRY CERAMIC TRINKET POT,177.0,214.69,1.7646938775510204,14.0,10.0
2011-07-31,21232,STRAWBERRY CERAMIC TRINKET POT,95.0,122.38,1.4574285714285715,10.0,8.0
2011-08-07,21232,STRAWBERRY CERAMIC TRINKET POT,141.0,163.92000000000002,1.3858333333333335,13.0,10.0
2011-08-14,21232,STRAWBERRY CERAMIC TRINKET POT,119.0,185.17000000000002,2.0616666666666665,9.0,4.0
2011-08-21,21232,STRAWBERRY CERAMIC TRINKET POT,112.0,148.16,1.5997142857142859,10.0,8.0
2011-08-28,21232,STRAWBERRY CERAMIC TRINKET POT,149.0,231.13,1.5997142857142859,11.0,9.0
2011-09-04,21232,STRAWBERRY CERAMIC TRINKET POT,74.0,135.17000000000002,2.1625,10.0,3.0
2011-09-11,21232,STRAWBERRY CERAMIC TRINKET POT,287.0,398.26,1.69,18.0,13.0
2011-09-18,21232,STRAWBERRY CERAMIC TRINKET POT,217.0,315.69,1.7823571428571428,19.0,12.0
